final_mass,final_number,total_steps,case_name,scheme,status,wallclock,results_dir,log_path,config_path
32.73266204156129,10239673442.915386,88,gmd_paris_full,INTERNAL_MIXING,ok,1.900166800012812,D:\scram_boxapp_shared_release_clean\install_logs\audit_standard_tests_report2\runs\gmd_paris_full\internal_mixing,D:\scram_boxapp_shared_release_clean\install_logs\audit_standard_tests_report2\runs\gmd_paris_full\internal_mixing\logs\run.log,C:\Users\Admin\AppData\Local\scram_boxapp_mixing\cache\generated_configs\gmd_paris_full_internal_mixing.cfg
33.869082031741286,11435557328.830364,382,gmd_paris_full,EXTERNAL_MIXING,ok,23.318787499971222,D:\scram_boxapp_shared_release_clean\install_logs\audit_standard_tests_report2\runs\gmd_paris_full\external_mixing,D:\scram_boxapp_shared_release_clean\install_logs\audit_standard_tests_report2\runs\gmd_paris_full\external_mixing\logs\run.log,C:\Users\Admin\AppData\Local\scram_boxapp_mixing\cache\generated_configs\gmd_paris_full_external_mixing.cfg
